
# Surface 0 of 1 surfaces

# Curve title: "'potentialGrid.dat' using 1:2:3"
# Contour 0, label:       -4
 4.45152 -12.2996 -4 
 4.44233 -12.3027 -4 
 4.43361 -12.3074 -4 
 4.42523 -12.3131 -4 
 4.41705 -12.3195 -4 
 4.40896 -12.3262 -4 
 4.40081 -12.3327 -4 
 4.39252 -12.3387 -4 
 4.38409 -12.3443 -4 
 4.37559 -12.3497 -4 
 4.36708 -12.355 -4 
 4.35863 -12.3605 -4 
 4.3503 -12.3664 -4 
 4.34213 -12.3729 -4 
 4.33402 -12.3795 -4 
 4.32585 -12.386 -4 
 4.3175 -12.3918 -4 
 4.30884 -12.3966 -4 
 4.29976 -12.4001 -4 
 4.29017 -12.4018 -4 
 4.28017 -12.4022 -4 
 4.2699 -12.4017 -4 
 4.25951 -12.4008 -4 
 4.24912 -12.3999 -4 
 4.23884 -12.3994 -4 
 4.22867 -12.3993 -4 
 4.21859 -12.3994 -4 
 4.20855 -12.3997 -4 
 4.19855 -12.4001 -4 
 4.18855 -12.4004 -4 
 4.17852 -12.4007 -4 
 4.16842 -12.4008 -4 
 4.15822 -12.4005 -4 
 4.14787 -12.3998 -4 
 4.13741 -12.3988 -4 
 4.12699 -12.3978 -4 
 4.11677 -12.3975 -4 
 4.10692 -12.3984 -4 
 4.0976 -12.4008 -4 
 4.08886 -12.4051 -4 
 4.08053 -12.4107 -4 
 4.07239 -12.4171 -4 
 4.06423 -12.4236 -4 
 4.05586 -12.4297 -4 
 4.04707 -12.4349 -4 
 4.0378 -12.4389 -4 
 4.02817 -12.4421 -4 
 4.01837 -12.4448 -4 
 4.00854 -12.4474 -4 
 3.99886 -12.4504 -4 
 3.98944 -12.4539 -4 
 3.98025 -12.458 -4 
 3.97123 -12.4626 -4 
 3.96235 -12.4675 -4 
 3.95355 -12.4728 -4 
 3.94478 -12.4783 -4 
 3.93599 -12.4838 -4 
 3.9271 -12.489 -4 
 3.91807 -12.4937 -4 
 3.90882 -12.4975 -4 
 3.89931 -12.5001 -4 
 3.88949 -12.5015 -4 
 3.87943 -12.5017 -4 
 3.86921 -12.5013 -4 
 3.85893 -12.5006 -4 
 3.84866 -12.4999 -4 
 3.83846 -12.4996 -4 
 3.82832 -12.4995 -4 
 3.81823 -12.4997 -4 
 3.80815 -12.4998 -4 

 5.51998 -11.7968 -4 
 5.51015 -11.7974 -4 
 5.50121 -11.7995 -4 
 5.49337 -11.8037 -4 
 5.48651 -11.8097 -4 
 5.48039 -11.8171 -4 
 5.47478 -11.8256 -4 
 5.46942 -11.8349 -4 
 5.46407 -11.8445 -4 
 5.4585 -11.8541 -4 
 5.45246 -11.8633 -4 
 5.44572 -11.8718 -4 
 5.43825 -11.8794 -4 
 5.43014 -11.886 -4 
 5.4215 -11.8916 -4 
 5.41243 -11.896 -4 
 5.40303 -11.8992 -4 
 5.3934 -11.9012 -4 
 5.38356 -11.9022 -4 
 5.37352 -11.9022 -4 
 5.36325 -11.9015 -4 
 5.35274 -11.9003 -4 
 5.34205 -11.899 -4 
 5.33175 -11.8987 -4 
 5.32271 -11.901 -4 
 5.31535 -11.9065 -4 
 5.30929 -11.9146 -4 
 5.30408 -11.9244 -4 
 5.29926 -11.935 -4 
 5.29444 -11.9456 -4 
 5.28949 -11.9559 -4 
 5.2843 -11.9657 -4 
 5.27874 -11.9748 -4 
 5.27271 -11.983 -4 
 5.2661 -11.9901 -4 
 5.25879 -11.9957 -4 
 5.25067 -11.9998 -4 
 5.24168 -12.0021 -4 
 5.23193 -12.0029 -4 
 5.22164 -12.0025 -4 
 5.211 -12.0015 -4 
 5.2002 -12 -4 
 5.18944 -11.9986 -4 
 5.17887 -11.9975 -4 
 5.16862 -11.9972 -4 
 5.15883 -11.9979 -4 
 5.14964 -12.0001 -4 
 5.14114 -12.004 -4 
 5.13327 -12.0094 -4 
 5.12591 -12.0161 -4 
 5.11898 -12.0238 -4 
 5.11236 -12.0323 -4 
 5.10596 -12.0413 -4 
 5.09966 -12.0505 -4 
 5.09337 -12.0597 -4 
 5.08697 -12.0687 -4 
 5.08035 -12.0771 -4 
 5.07339 -12.0847 -4 
 5.06599 -12.0913 -4 
 5.05803 -12.0965 -4 
 5.0494 -12.1002 -4 
 5.04004 -12.1021 -4 
 5.0301 -12.1027 -4 
 5.01977 -12.1022 -4 
 5.00923 -12.1011 -4 
 4.99867 -12.0998 -4 
 4.98823 -12.0987 -4 
 4.97795 -12.098 -4 
 4.96784 -12.0979 -4 
 4.95792 -12.0986 -4 
 4.9482 -12.1004 -4 
 4.93873 -12.1035 -4 
 4.92958 -12.1077 -4 
 4.92087 -12.1131 -4 
 4.9127 -12.1196 -4 
 4.90517 -12.1271 -4 
 4.89839 -12.1355 -4 
 4.89233 -12.1448 -4 
 4.88677 -12.1545 -4 
 4.88147 -12.1642 -4 
 4.87616 -12.1736 -4 
 4.8706 -12.1823 -4 
 4.86453 -12.1899 -4 
 4.85771 -12.1959 -4 
 4.84988 -12.2 -4 
 4.84088 -12.2021 -4 
 4.83098 -12.2024 -4 
 4.82051 -12.2018 -4 
 4.80981 -12.2008 -4 
 4.79923 -12.2 -4 
 4.78899 -12.1998 -4 
 4.779 -12.2001 -4 
 4.76905 -12.2005 -4 
 4.75898 -12.2005 -4 
 4.74858 -12.1999 -4 
 4.73798 -12.1987 -4 
 4.72803 -12.1991 -4 
 4.71963 -12.2031 -4 
 4.71257 -12.2102 -4 

 6.21796 -11.2772 -4 
 6.21382 -11.2869 -4 
 6.20841 -11.2945 -4 
 6.20136 -11.2995 -4 
 6.19241 -11.3014 -4 
 6.18207 -11.301 -4 
 6.17116 -11.2997 -4 
 6.1605 -11.2989 -4 
 6.15093 -11.2997 -4 
 6.14312 -11.3035 -4 
 6.137 -11.31 -4 
 6.13222 -11.3186 -4 
 6.12844 -11.3289 -4 
 6.12532 -11.3402 -4 
 6.12251 -11.352 -4 
 6.11967 -11.3638 -4 
 6.11646 -11.375 -4 
 6.11252 -11.385 -4 
 6.10753 -11.3933 -4 
 6.10113 -11.3993 -4 
 6.09307 -11.4026 -4 
 6.08358 -11.4036 -4 
 6.07311 -11.403 -4 
 6.06212 -11.4016 -4 
 6.05104 -11.4001 -4 
 6.0404 -11.3993 -4 
 6.03113 -11.4006 -4 
 6.02381 -11.4048 -4 
 6.01815 -11.4116 -4 
 6.01373 -11.4205 -4 
 6.01016 -11.4308 -4 
 6.00702 -11.4421 -4 
 6.0039 -11.4538 -4 
 6.00041 -11.4655 -4 
 5.99616 -11.4765 -4 
 5.99094 -11.4862 -4 
 5.98457 -11.494 -4 
 5.97691 -11.4993 -4 
 5.96782 -11.5014 -4 
 5.95757 -11.501 -4 
 5.94658 -11.4994 -4 
 5.93548 -11.4978 -4 
 5.92516 -11.4976 -4 
 5.91657 -11.5001 -4 
 5.91033 -11.5062 -4 
 5.90587 -11.5151 -4 
 5.90231 -11.5258 -4 
 5.89879 -11.537 -4 
 5.89477 -11.548 -4 
 5.89018 -11.5584 -4 
 5.88499 -11.5682 -4 
 5.87917 -11.5771 -4 
 5.8727 -11.5849 -4 
 5.86556 -11.5915 -4 
 5.85771 -11.5967 -4 
 5.84914 -11.6003 -4 
 5.83985 -11.6022 -4 
 5.82998 -11.6028 -4 
 5.81967 -11.6023 -4 
 5.80906 -11.6012 -4 
 5.79832 -11.5998 -4 
 5.78772 -11.5987 -4 
 5.77785 -11.5993 -4 
 5.76932 -11.6027 -4 
 5.76225 -11.6092 -4 
 5.75645 -11.618 -4 
 5.75174 -11.6285 -4 
 5.74793 -11.6399 -4 
 5.7447 -11.6517 -4 
 5.74166 -11.6633 -4 
 5.73838 -11.6743 -4 
 5.73447 -11.684 -4 
 5.72951 -11.6919 -4 
 5.72309 -11.6975 -4 
 5.71481 -11.7003 -4 
 5.70474 -11.7004 -4 
 5.694 -11.6994 -4 
 5.68327 -11.6983 -4 
 5.67279 -11.6975 -4 
 5.66276 -11.6976 -4 
 5.65338 -11.699 -4 
 5.64485 -11.7021 -4 
 5.63718 -11.707 -4 
 5.63027 -11.7134 -4 
 5.62399 -11.7211 -4 
 5.61824 -11.7298 -4 
 5.6129 -11.7394 -4 
 5.60785 -11.7496 -4 
 5.60297 -11.7601 -4 
 5.59815 -11.7707 -4 
 5.59315 -11.781 -4 
 5.58752 -11.79 -4 
 5.58084 -11.7968 -4 
 5.57266 -11.8007 -4 
 5.56292 -11.8014 -4 
 5.55224 -11.8003 -4 
 5.54128 -11.7987 -4 
 5.53044 -11.7974 -4 
 5.51998 -11.7968 -4 

 6.76904 -10.6191 -4 
 6.76714 -10.6305 -4 
 6.7661 -10.6431 -4 
 6.76536 -10.6561 -4 
 6.76438 -10.6688 -4 
 6.76261 -10.6804 -4 
 6.75949 -10.6901 -4 
 6.75449 -10.6972 -4 
 6.74705 -10.7009 -4 
 6.7373 -10.7014 -4 
 6.72629 -10.7002 -4 
 6.71515 -10.6988 -4 
 6.70501 -10.6987 -4 
 6.69699 -10.7016 -4 
 6.69147 -10.708 -4 
 6.68798 -10.7172 -4 
 6.68595 -10.7284 -4 
 6.68483 -10.7409 -4 
 6.68409 -10.7539 -4 
 6.68317 -10.7666 -4 
 6.68151 -10.7784 -4 
 6.67858 -10.7884 -4 
 6.67381 -10.7958 -4 
 6.66667 -10.8 -4 
 6.65699 -10.8006 -4 
 6.64615 -10.7996 -4 
 6.63556 -10.7988 -4 
 6.62601 -10.7997 -4 
 6.61818 -10.8036 -4 
 6.61204 -10.8104 -4 
 6.60734 -10.8195 -4 
 6.60383 -10.8302 -4 
 6.60127 -10.8421 -4 
 6.59939 -10.8545 -4 
 6.5978 -10.8667 -4 
 6.5959 -10.8782 -4 
 6.59308 -10.8881 -4 
 6.58871 -10.8958 -4 
 6.58218 -10.9005 -4 
 6.57327 -10.9021 -4 
 6.56276 -10.9016 -4 
 6.55159 -10.9002 -4 
 6.54076 -10.8992 -4 
 6.53161 -10.9006 -4 
 6.52504 -10.9055 -4 
 6.52067 -10.9136 -4 
 6.51797 -10.9239 -4 
 6.51642 -10.9359 -4 
 6.51548 -10.9487 -4 
 6.51463 -10.9616 -4 
 6.51333 -10.9738 -4 
 6.51106 -10.9847 -4 
 6.50729 -10.9934 -4 
 6.50148 -10.9992 -4 
 6.49324 -11.0016 -4 
 6.48312 -11.0014 -4 
 6.47209 -11 -4 
 6.46115 -10.9989 -4 
 6.45128 -10.9997 -4 
 6.44333 -11.0034 -4 
 6.43723 -11.0101 -4 
 6.43261 -11.0191 -4 
 6.42907 -11.0298 -4 
 6.42622 -11.0415 -4 
 6.42366 -11.0537 -4 
 6.42101 -11.0657 -4 
 6.41786 -11.0769 -4 
 6.41383 -11.0867 -4 
 6.40853 -11.0944 -4 
 6.40156 -11.0994 -4 
 6.39264 -11.1013 -4 
 6.38228 -11.1009 -4 
 6.37133 -11.0996 -4 
 6.36067 -11.0987 -4 
 6.35113 -11.0997 -4 
 6.34345 -11.1036 -4 
 6.33755 -11.1105 -4 
 6.33304 -11.1195 -4 
 6.32954 -11.1303 -4 
 6.32668 -11.142 -4 
 6.32407 -11.1542 -4 
 6.32133 -11.1661 -4 
 6.31808 -11.1772 -4 
 6.31394 -11.1869 -4 
 6.30853 -11.1945 -4 
 6.30147 -11.1994 -4 
 6.29249 -11.2013 -4 
 6.28211 -11.2009 -4 
 6.27117 -11.1995 -4 
 6.26052 -11.1987 -4 
 6.25102 -11.1997 -4 
 6.24337 -11.2037 -4 
 6.23748 -11.2105 -4 
 6.23298 -11.2196 -4 
 6.22947 -11.2303 -4 
 6.2266 -11.2421 -4 
 6.22397 -11.2542 -4 
 6.22122 -11.2661 -4 
 6.21796 -11.2772 -4 

 7.25235 -9.89441 -4 
 7.24829 -9.90368 -4 
 7.24356 -9.91267 -4 
 7.23826 -9.92139 -4 
 7.2325 -9.92982 -4 
 7.22641 -9.93798 -4 
 7.2201 -9.94587 -4 
 7.2137 -9.95351 -4 
 7.20753 -9.96128 -4 
 7.2022 -9.96998 -4 
 7.19822 -9.98035 -4 
 7.19475 -9.9911 -4 
 7.1895 -9.99887 -4 
 7.18057 -10.0008 -4 
 7.16987 -9.99993 -4 
 7.16116 -10.0017 -4 
 7.1555 -10.0079 -4 
 7.15223 -10.0174 -4 
 7.15066 -10.0293 -4 
 7.15011 -10.0427 -4 
 7.1499 -10.0564 -4 
 7.14934 -10.0697 -4 
 7.1478 -10.0815 -4 
 7.14464 -10.0912 -4 
 7.1392 -10.0977 -4 
 7.13087 -10.1002 -4 
 7.12034 -10.0998 -4 
 7.11085 -10.1004 -4 
 7.10467 -10.1053 -4 
 7.10135 -10.1139 -4 
 7.10002 -10.1251 -4 
 7.09986 -10.1379 -4 
 7.10001 -10.1515 -4 
 7.0997 -10.1647 -4 
 7.09844 -10.1769 -4 
 7.09575 -10.1874 -4 
 7.09115 -10.1952 -4 
 7.08418 -10.1998 -4 
 7.07464 -10.2006 -4 
 7.06382 -10.1997 -4 
 7.05352 -10.1994 -4 
 7.04543 -10.2022 -4 
 7.03998 -10.2086 -4 
 7.03661 -10.2179 -4 
 7.03473 -10.2294 -4 
 7.03378 -10.2421 -4 
 7.03317 -10.2553 -4 
 7.03232 -10.2682 -4 
 7.03066 -10.2799 -4 
 7.0276 -10.2898 -4 
 7.02257 -10.2968 -4 
 7.015 -10.3004 -4 
 7.00496 -10.3005 -4 
 6.99409 -10.2994 -4 
 6.98421 -10.2998 -4 
 6.97689 -10.3037 -4 
 6.97207 -10.311 -4 
 6.96918 -10.3211 -4 
 6.96763 -10.3329 -4 
 6.96685 -10.3459 -4 
 6.96624 -10.3591 -4 
 6.96523 -10.3717 -4 
 6.96324 -10.383 -4 
 6.95969 -10.3921 -4 
 6.95399 -10.3983 -4 
 6.9456 -10.4007 -4 
 6.93513 -10.4002 -4 
 6.92436 -10.3993 -4 
 6.91512 -10.4005 -4 
 6.90859 -10.4055 -4 
 6.90439 -10.4137 -4 
 6.90195 -10.4244 -4 
 6.90068 -10.4366 -4 
 6.90001 -10.4497 -4 
 6.89935 -10.4629 -4 
 6.89811 -10.4752 -4 
 6.89573 -10.4859 -4 
 6.89161 -10.4943 -4 
 6.88517 -10.4994 -4 
 6.87603 -10.5007 -4 
 6.86528 -10.4999 -4 
 6.85477 -10.4993 -4 
 6.84628 -10.5016 -4 
 6.84049 -10.5076 -4 
 6.83686 -10.5166 -4 
 6.83483 -10.5278 -4 
 6.83379 -10.5404 -4 
 6.83319 -10.5536 -4 
 6.83242 -10.5666 -4 
 6.83091 -10.5785 -4 
 6.82808 -10.5886 -4 
 6.82334 -10.5961 -4 
 6.81612 -10.6001 -4 
 6.80631 -10.6006 -4 
 6.79546 -10.5996 -4 
 6.78536 -10.5996 -4 
 6.7776 -10.6029 -4 
 6.77235 -10.6096 -4 
 6.76904 -10.6191 -4 

 7.59408 -8.96998 -4 
 7.59091 -8.97958 -4 
 7.58752 -8.98913 -4 
 7.58388 -8.99863 -4 
 7.58002 -9.00807 -4 
 7.57613 -9.01751 -4 
 7.57251 -9.02702 -4 
 7.56944 -9.03665 -4 
 7.5672 -9.04648 -4 
 7.56605 -9.05655 -4 
 7.5657 -9.06679 -4 
 7.56554 -9.07706 -4 
 7.56496 -9.08719 -4 
 7.56332 -9.09703 -4 
 7.56008 -9.10644 -4 
 7.55551 -9.11548 -4 
 7.55037 -9.12436 -4 
 7.54536 -9.13326 -4 
 7.5408 -9.14229 -4 
 7.53691 -9.15156 -4 
 7.53377 -9.16112 -4 
 7.53122 -9.1709 -4 
 7.52903 -9.18082 -4 
 7.52697 -9.19079 -4 
 7.52484 -9.20073 -4 
 7.52246 -9.21058 -4 
 7.51993 -9.22037 -4 
 7.51736 -9.23014 -4 
 7.51485 -9.23994 -4 
 7.51254 -9.24981 -4 
 7.51048 -9.25978 -4 
 7.50848 -9.26976 -4 
 7.50631 -9.27968 -4 
 7.5037 -9.28945 -4 
 7.50042 -9.29896 -4 
 7.49629 -9.30816 -4 
 7.49154 -9.31713 -4 
 7.48654 -9.32601 -4 
 7.48168 -9.33494 -4 
 7.47733 -9.34405 -4 
 7.47385 -9.35349 -4 
 7.47129 -9.36327 -4 
 7.46924 -9.37324 -4 
 7.46722 -9.38322 -4 
 7.46479 -9.39304 -4 
 7.46149 -9.40255 -4 
 7.4572 -9.41169 -4 
 7.45239 -9.42064 -4 
 7.44756 -9.42958 -4 
 7.44297 -9.4386 -4 
 7.43858 -9.4477 -4 
 7.43433 -9.45688 -4 
 7.43023 -9.46614 -4 
 7.42627 -9.47545 -4 
 7.42246 -9.48484 -4 
 7.4188 -9.49428 -4 
 7.4153 -9.50378 -4 
 7.41194 -9.51332 -4 
 7.4087 -9.52291 -4 
 7.40556 -9.53253 -4 
 7.40247 -9.54217 -4 
 7.39942 -9.55183 -4 
 7.39637 -9.56149 -4 
 7.39329 -9.57113 -4 
 7.39012 -9.58075 -4 
 7.38684 -9.59032 -4 
 7.3834 -9.59983 -4 
 7.37977 -9.60926 -4 
 7.37598 -9.61864 -4 
 7.37207 -9.62797 -4 
 7.36807 -9.63727 -4 
 7.36401 -9.64656 -4 
 7.35992 -9.65584 -4 
 7.3556 -9.66501 -4 
 7.35071 -9.67386 -4 
 7.34502 -9.68228 -4 
 7.3391 -9.69054 -4 
 7.3338 -9.6991 -4 
 7.3298 -9.7083 -4 
 7.32682 -9.71801 -4 
 7.32426 -9.72793 -4 
 7.32152 -9.73777 -4 
 7.318 -9.74721 -4 
 7.31319 -9.75601 -4 
 7.30742 -9.76434 -4 
 7.30154 -9.77264 -4 
 7.29633 -9.78132 -4 
 7.29183 -9.79039 -4 
 7.28766 -9.79964 -4 
 7.28352 -9.80889 -4 
 7.27939 -9.81815 -4 
 7.27536 -9.82744 -4 
 7.27153 -9.8368 -4 
 7.26797 -9.84626 -4 
 7.26475 -9.85586 -4 
 7.2618 -9.86555 -4 
 7.25889 -9.87527 -4 
 7.25581 -9.88491 -4 
 7.25235 -9.89441 -4 

 7.7625 -8 -4 
 7.76062 -8.00988 -4 
 7.75802 -8.01968 -4 
 7.75512 -8.02945 -4 
 7.75236 -8.03923 -4 
 7.75016 -8.04908 -4 
 7.74888 -8.05905 -4 
 7.74844 -8.06911 -4 
 7.74862 -8.07926 -4 
 7.74921 -8.08945 -4 
 7.74997 -8.09966 -4 
 7.75072 -8.10988 -4 
 7.75125 -8.12007 -4 
 7.75142 -8.13021 -4 
 7.75104 -8.14028 -4 
 7.74996 -8.15026 -4 
 7.74808 -8.16014 -4 
 7.74563 -8.16995 -4 
 7.74288 -8.17972 -4 
 7.74012 -8.18951 -4 
 7.73765 -8.19935 -4 
 7.73569 -8.20928 -4 
 7.7343 -8.21929 -4 
 7.73345 -8.22939 -4 
 7.73313 -8.23955 -4 
 7.73332 -8.24976 -4 
 7.73394 -8.26002 -4 
 7.73465 -8.27026 -4 
 7.73504 -8.28044 -4 
 7.73472 -8.29049 -4 
 7.73326 -8.30035 -4 
 7.73045 -8.31001 -4 
 7.72678 -8.31953 -4 
 7.72288 -8.32902 -4 
 7.71939 -8.33858 -4 
 7.71694 -8.34831 -4 
 7.71603 -8.35828 -4 
 7.71629 -8.36845 -4 
 7.71701 -8.37868 -4 
 7.71743 -8.38887 -4 
 7.71683 -8.39889 -4 
 7.71464 -8.40866 -4 
 7.71124 -8.41823 -4 
 7.70731 -8.42772 -4 
 7.70354 -8.43723 -4 
 7.70063 -8.44687 -4 
 7.69921 -8.45675 -4 
 7.69911 -8.46684 -4 
 7.69968 -8.47704 -4 
 7.70026 -8.48726 -4 
 7.7002 -8.49739 -4 
 7.69892 -8.50735 -4 
 7.69657 -8.51717 -4 
 7.69364 -8.52691 -4 
 7.69067 -8.53666 -4 
 7.68817 -8.5465 -4 
 7.68662 -8.5565 -4 
 7.68591 -8.56663 -4 
 7.68555 -8.57681 -4 
 7.68505 -8.58694 -4 
 7.6839 -8.59694 -4 
 7.68166 -8.60673 -4 
 7.67846 -8.61633 -4 
 7.67479 -8.62583 -4 
 7.67112 -8.63534 -4 
 7.66795 -8.64496 -4 
 7.66575 -8.65476 -4 
 7.66456 -8.66476 -4 
 7.66398 -8.67489 -4 
 7.6636 -8.68507 -4 
 7.66299 -8.69521 -4 
 7.66175 -8.70525 -4 
 7.65979 -8.71516 -4 
 7.65731 -8.72497 -4 
 7.65451 -8.73473 -4 
 7.65161 -8.74447 -4 
 7.64881 -8.75422 -4 
 7.64621 -8.76401 -4 
 7.64375 -8.77383 -4 
 7.64138 -8.78367 -4 
 7.63905 -8.79351 -4 
 7.63669 -8.80334 -4 
 7.63429 -8.81317 -4 
 7.63184 -8.82299 -4 
 7.62937 -8.83281 -4 
 7.62688 -8.84262 -4 
 7.62438 -8.85243 -4 
 7.62189 -8.86224 -4 
 7.61942 -8.87205 -4 
 7.61696 -8.88186 -4 
 7.61453 -8.89169 -4 
 7.61213 -8.90153 -4 
 7.60976 -8.91137 -4 
 7.60739 -8.92121 -4 
 7.60496 -8.93104 -4 
 7.60246 -8.94085 -4 
 7.59983 -8.95061 -4 
 7.59704 -8.96032 -4 
 7.59408 -8.96998 -4 


# Contour 1, label:       -3
 9.79908 -6.10997 -3 
 9.79802 -6.12172 -3 
 9.79766 -6.13331 -3 
 9.79872 -6.14456 -3 
 9.80187 -6.15531 -3 
 9.80696 -6.16561 -3 
 9.81299 -6.17569 -3 
 9.81893 -6.18578 -3 
 9.82374 -6.19615 -3 
 9.82647 -6.207 -3 
 9.82718 -6.21833 -3 
 9.82663 -6.22996 -3 
 9.8256 -6.24171 -3 
 9.82486 -6.25338 -3 
 9.82478 -6.2649 -3 
 9.82504 -6.27634 -3 
 9.82525 -6.28779 -3 
 9.82503 -6.29934 -3 
 9.82416 -6.31104 -3 
 9.82317 -6.32278 -3 
 9.82284 -6.33435 -3 
 9.82396 -6.34559 -3 
 9.82723 -6.35631 -3 
 9.83241 -6.36659 -3 
 9.83846 -6.37666 -3 
 9.84437 -6.38677 -3 
 9.84908 -6.39716 -3 
 9.85168 -6.40804 -3 
 9.85232 -6.41939 -3 
 9.85172 -6.43103 -3 
 9.85062 -6.44279 -3 
 9.84972 -6.4545 -3 
 9.84939 -6.46608 -3 
 9.84946 -6.47756 -3 
 9.84973 -6.489 -3 
 9.85001 -6.50043 -3 
 9.85015 -6.5119 -3 
 9.85016 -6.52339 -3 
 9.8501 -6.53491 -3 
 9.85002 -6.54642 -3 
 9.84997 -6.55794 -3 
 9.84996 -6.56944 -3 
 9.84997 -6.58094 -3 
 9.84999 -6.59243 -3 
 9.85 -6.60392 -3 
 9.85001 -6.61542 -3 
 9.85001 -6.62692 -3 
 9.85001 -6.63842 -3 
 9.85 -6.64992 -3 
 9.85 -6.66142 -3 
 9.85 -6.67292 -3 
 9.85 -6.68442 -3 
 9.85 -6.69592 -3 
 9.85 -6.70742 -3 
 9.85 -6.71892 -3 
 9.85 -6.73042 -3 
 9.85 -6.74192 -3 
 9.85 -6.75342 -3 
 9.84999 -6.76492 -3 
 9.84999 -6.77642 -3 
 9.84999 -6.78792 -3 
 9.85 -6.79941 -3 
 9.85002 -6.81091 -3 
 9.85004 -6.8224 -3 
 9.85004 -6.8339 -3 
 9.85002 -6.84541 -3 
 9.84996 -6.85692 -3 
 9.84988 -6.86844 -3 
 9.84983 -6.87995 -3 
 9.84988 -6.89144 -3 
 9.85006 -6.90289 -3 
 9.85036 -6.91433 -3 
 9.8506 -6.92577 -3 
 9.85057 -6.93728 -3 
 9.85008 -6.94889 -3 
 9.84904 -6.96062 -3 
 9.84799 -6.97236 -3 
 9.84768 -6.98393 -3 
 9.84883 -6.99517 -3 
 9.85214 -7.00592 -3 
 9.85736 -7.01622 -3 
 9.86346 -7.02631 -3 
 9.86936 -7.03642 -3 
 9.874 -7.04676 -3 
 9.87642 -7.05757 -3 
 9.87682 -7.06884 -3 
 9.87613 -7.08044 -3 
 9.87524 -7.09224 -3 
 9.87507 -7.10413 -3 
 9.87583 -7.11598 -3 
 9.87669 -7.12765 -3 
 9.87671 -7.13903 -3 
 9.875 -7.14999 -3 

 9.61105 -5.02743 -3 
 9.61701 -5.03752 -3 
 9.62338 -5.04751 -3 
 9.62983 -5.05749 -3 
 9.63602 -5.06753 -3 
 9.64162 -5.07771 -3 
 9.64629 -5.0881 -3 
 9.64971 -5.09879 -3 
 9.65163 -5.10984 -3 
 9.65222 -5.1212 -3 
 9.65179 -5.1328 -3 
 9.65066 -5.14457 -3 
 9.64917 -5.15642 -3 
 9.64779 -5.16824 -3 
 9.64717 -5.17989 -3 
 9.64794 -5.19121 -3 
 9.65072 -5.20205 -3 
 9.65567 -5.21238 -3 
 9.66178 -5.22244 -3 
 9.6679 -5.23249 -3 
 9.67288 -5.24282 -3 
 9.67558 -5.25368 -3 
 9.67581 -5.26512 -3 
 9.67484 -5.27685 -3 
 9.67409 -5.28853 -3 
 9.67496 -5.29982 -3 
 9.67847 -5.31049 -3 
 9.6839 -5.32071 -3 
 9.69013 -5.33074 -3 
 9.69602 -5.34085 -3 
 9.70042 -5.35131 -3 
 9.70261 -5.36229 -3 
 9.70295 -5.37371 -3 
 9.70203 -5.38543 -3 
 9.7004 -5.39731 -3 
 9.69865 -5.40922 -3 
 9.69734 -5.42103 -3 
 9.69704 -5.4326 -3 
 9.69833 -5.4438 -3 
 9.70175 -5.45449 -3 
 9.70711 -5.46472 -3 
 9.71333 -5.47475 -3 
 9.71927 -5.48485 -3 
 9.72377 -5.49529 -3 
 9.72579 -5.50631 -3 
 9.72558 -5.51786 -3 
 9.72452 -5.52961 -3 
 9.72405 -5.54122 -3 
 9.72557 -5.55236 -3 
 9.72973 -5.56288 -3 
 9.73555 -5.573 -3 
 9.74184 -5.58302 -3 
 9.74738 -5.59321 -3 
 9.751 -5.60385 -3 
 9.7523 -5.61505 -3 
 9.75202 -5.62661 -3 
 9.75097 -5.63836 -3 
 9.74999 -5.65009 -3 
 9.7497 -5.66166 -3 
 9.7499 -5.67311 -3 
 9.75018 -5.68454 -3 
 9.75015 -5.69605 -3 
 9.74947 -5.70771 -3 
 9.74846 -5.71945 -3 
 9.74787 -5.73108 -3 
 9.74848 -5.74244 -3 
 9.75105 -5.75333 -3 
 9.7557 -5.76374 -3 
 9.76154 -5.77386 -3 
 9.76758 -5.78393 -3 
 9.77282 -5.79419 -3 
 9.77629 -5.80487 -3 
 9.77772 -5.81603 -3 
 9.77759 -5.82756 -3 
 9.77645 -5.83933 -3 
 9.77483 -5.85121 -3 
 9.77326 -5.86308 -3 
 9.77229 -5.87481 -3 
 9.77244 -5.88628 -3 
 9.77424 -5.89735 -3 
 9.77812 -5.90793 -3 
 9.78358 -5.91815 -3 
 9.78963 -5.92822 -3 
 9.79532 -5.93837 -3 
 9.79966 -5.94885 -3 
 9.80187 -5.95983 -3 
 9.80227 -5.97123 -3 
 9.80157 -5.98289 -3 
 9.80045 -5.99466 -3 
 9.79961 -6.00636 -3 
 9.79928 -6.01793 -3 
 9.79934 -6.02942 -3 
 9.79966 -6.04084 -3 
 9.80009 -6.05224 -3 
 9.8005 -6.06364 -3 
 9.80073 -6.07509 -3 
 9.80066 -6.0866 -3 
 9.80013 -6.09823 -3 
 9.79908 -6.10997 -3 

 9.30737 -3.97218 -3 
 9.3131 -3.98233 -3 
 9.31963 -3.99228 -3 
 9.32651 -4.00216 -3 
 9.3333 -4.01206 -3 
 9.33953 -4.02208 -3 
 9.34476 -4.03235 -3 
 9.34855 -4.04295 -3 
 9.35044 -4.05401 -3 
 9.35056 -4.06548 -3 
 9.34986 -4.07714 -3 
 9.34934 -4.08876 -3 
 9.35001 -4.1001 -3 
 9.35264 -4.11098 -3 
 9.35701 -4.12145 -3 
 9.36266 -4.13162 -3 
 9.36915 -4.14158 -3 
 9.37602 -4.15146 -3 
