
# Surface 0 of 1 surfaces

# Curve title: "'contourTest.dat' using 1:2:3"
# Contour 0, label:        3
-1.57305 -0.476607  2 
-1.57805 -0.492027  2 
-1.58307 -0.507438  2 
-1.58811 -0.522847  2 
-1.59311 -0.538266  2 
-1.59803 -0.55371  2 
-1.60283 -0.569192  2 
-1.60753 -0.584706  2 
-1.61219 -0.600231  2 
-1.61686 -0.615753  2 
-1.62156 -0.631268  2 
-1.62626 -0.64678  2 
-1.63098 -0.662289  2 
-1.63569 -0.677798  2 
-1.6404 -0.693309  2 
-1.64509 -0.708824  2 
-1.64978 -0.724342  2 
-1.65446 -0.73986  2 
-1.65914 -0.755378  2 
-1.66384 -0.770891  2 
-1.66856 -0.786399  2 
-1.67331 -0.801898  2 
-1.67809 -0.817389  2 
-1.68286 -0.83288  2 
-1.68762 -0.848378  2 
-1.69231 -0.863892  2 
-1.69693 -0.87943  2 
-1.70143 -0.895001  2 
-1.70587 -0.91059  2 
-1.71032 -0.926178  2 
-1.71477 -0.941764  2 
-1.71923 -0.95735  2 
-1.72369 -0.972935  2 
-1.72814 -0.988519  2 
-1.7326 -1.0041  2 
-1.73706 -1.01969  2 
-1.74152 -1.03527  2 
-1.74597 -1.05086  2 
-1.75043 -1.06644  2 
-1.75488 -1.08203  2 
-1.75932 -1.09762  2 
-1.76376 -1.11321  2 
-1.7682 -1.1288  2 
-1.77265 -1.14439  2 
-1.77709 -1.15997  2 
-1.78155 -1.17556  2 
-1.78602 -1.19114  2 
-1.79051 -1.20672  2 
-1.79499 -1.2223  2 
-1.79941 -1.23789  2 

-0.572689  1.67075  2 
-0.583671  1.65883  2 
-0.594385  1.64669  2 
-0.604686  1.6342  2 
-0.614605  1.62139  2 
-0.624368  1.60844  2 
-0.634208  1.59554  2 
-0.644232  1.58278  2 
-0.654357  1.5701  2 
-0.664486  1.55743  2 
-0.674521  1.5447  2 
-0.684365  1.53183  2 
-0.69392  1.51875  2 
-0.703094  1.50539  2 
-0.712036  1.49187  2 
-0.720972  1.47835  2 
-0.729918  1.46483  2 
-0.73888  1.45133  2 
-0.747865  1.43784  2 
-0.756881  1.42437  2 
-0.765935  1.41092  2 
-0.775034  1.3975  2 
-0.784146  1.38409  2 
-0.793148  1.37061  2 
-0.801905  1.35697  2 
-0.810352  1.34314  2 
-0.818568  1.32917  2 
-0.826651  1.31511  2 
-0.8347  1.30104  2 
-0.842797  1.28699  2 
-0.850955  1.27298  2 
-0.85916  1.259  2 
-0.8674  1.24504  2 
-0.875663  1.2311  2 
-0.883936  1.21716  2 
-0.892208  1.20322  2 
-0.900432  1.18925  2 
-0.908392  1.17514  2 
-0.916088  1.16088  2 
-0.923594  1.14651  2 
-0.930986  1.13208  2 
-0.938337  1.11762  2 
-0.945723  1.10319  2 
-0.953209  1.0888  2 
-0.960787  1.07447  2 
-0.968416  1.06016  2 
-0.976053  1.04586  2 
-0.983656  1.03155  2 
-0.991182  1.0172  2 
-0.998591  1.00278  2 
-1.00584  0.988294  2 
-1.01295  0.97373  2 
-1.01995  0.95911  2 
-1.02687  0.944448  2 
-1.03374  0.929761  2 
-1.04058  0.915064  2 
-1.04744  0.900374  2 
-1.05434  0.885703  2 
-1.06128  0.871051  2 
-1.06824  0.856414  2 
-1.07522  0.841787  2 
-1.08222  0.827167  2 
-1.08923  0.812549  2 
-1.09623  0.79793  2 
-1.10314  0.783269  2 
-1.10984  0.76851  2 
-1.11636  0.75367  2 
-1.12275  0.738773  2 
-1.12907  0.723843  2 
-1.13537  0.708901  2 
-1.14169  0.693972  2 
-1.14806  0.679066  2 
-1.15448  0.664182  2 
-1.16094  0.649316  2 
-1.16744  0.634464  2 
-1.17396  0.619624  2 
-1.18049  0.604791  2 
-1.18704  0.589961  2 
-1.19354  0.575111  2 
-1.19991  0.560208  2 
-1.2061  0.545227  2 
-1.21214  0.530184  2 
-1.21808  0.515102  2 
-1.224  0.500008  2 
-1.22993  0.484921  2 
-1.23589  0.469847  2 
-1.24188  0.454785  2 
-1.2479  0.439737  2 
-1.25396  0.424701  2 
-1.26005  0.40968  2 
-1.26618  0.394673  2 
-1.27233  0.379675  2 
-1.27847  0.364671  2 
-1.28456  0.349646  2 
-1.29056  0.334586  2 
-1.29642  0.319475  2 
-1.30212  0.3043  2 
-1.30773  0.289094  2 
-1.31336  0.273892  2 

 0.712036  1.49187  2 
 0.703095  1.50539  2 
 0.693921  1.51875  2 
 0.684366  1.53183  2 
 0.674522  1.5447  2 
 0.664487  1.55743  2 
 0.654358  1.5701  2 
 0.644233  1.58278  2 
 0.634209  1.59554  2 
 0.624369  1.60844  2 
 0.614606  1.62139  2 
 0.604687  1.6342  2 
 0.594385  1.64669  2 
 0.583672  1.65883  2 
 0.57269  1.67075  2 
 0.561591  1.68258  2 
 0.550525  1.69445  2 
 0.539635  1.70649  2 
 0.528894  1.71866  2 
 0.518123  1.73078  2 
 0.507136  1.74268  2 
 0.495751  1.75418  2 
 0.483925  1.76523  2 
 0.47181  1.77599  2 
 0.459572  1.78665  2 
 0.447379  1.79737  2 
 0.43537  1.8083  2 
 0.423461  1.81932  2 
 0.411452  1.8302  2 
 0.399143  1.8407  2 
 0.386399  1.85066  2 
 0.373288  1.86015  2 
 0.359924  1.86934  2 
 0.346418  1.87835  2 
 0.332884  1.88733  2 
 0.319434  1.89643  2 
 0.306151  1.90573  2 
 0.292732  1.91481  2 
 0.278916  1.92326  2 
 0.26474  1.93113  2 
 0.250257  1.93847  2 
 0.235514  1.94534  2 
 0.220565  1.95179  2 
 0.205457  1.95789  2 
 0.190239  1.96367  2 
 0.174929  1.96915  2 
 0.159522  1.97429  2 
 0.144012  1.97904  2 
 0.128396  1.98337  2 
 0.112668  1.98725  2 
 0.0968231  1.99064  2 
 0.080864  1.9935  2 
 0.0648078  1.99584  2 
 0.048674  1.99766  2 
 0.0324819  1.99896  2 
 0.0162509  1.99974  2 
 5.68876e-07  2  2 
-0.0162498  1.99974  2 
-0.0324807  1.99896  2 
-0.0486728  1.99766  2 
-0.0648067  1.99584  2 
-0.0808629  1.9935  2 
-0.0968219  1.99064  2 
-0.112667  1.98725  2 
-0.128395  1.98337  2 
-0.144011  1.97904  2 
-0.159521  1.97429  2 
-0.174928  1.96915  2 
-0.190238  1.96368  2 
-0.205456  1.95789  2 
-0.220563  1.95179  2 
-0.235513  1.94534  2 
-0.250256  1.93847  2 
-0.264739  1.93113  2 
-0.278915  1.92326  2 
-0.292731  1.91481  2 
-0.30615  1.90574  2 
-0.319433  1.89643  2 
-0.332883  1.88733  2 
-0.346417  1.87835  2 
-0.359923  1.86934  2 
-0.373287  1.86015  2 
-0.386398  1.85066  2 
-0.399143  1.8407  2 
-0.411451  1.8302  2 
-0.42346  1.81932  2 
-0.435369  1.8083  2 
-0.447378  1.79737  2 
-0.459571  1.78665  2 
-0.471809  1.77599  2 
-0.483924  1.76523  2 
-0.49575  1.75418  2 
-0.507135  1.74268  2 
-0.518122  1.73078  2 
-0.528893  1.71866  2 
-0.539634  1.70649  2 
-0.550524  1.69445  2 
-0.56159  1.68258  2 
-0.572689  1.67075  2 

 1.39233  0.0611387  2 
 1.38667  0.0763298  2 
 1.38097  0.0915041  2 
 1.37527  0.106681  2 
 1.36961  0.121868  2 
 1.36397  0.137065  2 
 1.35835  0.152269  2 
 1.35274  0.167477  2 
 1.34713  0.182685  2 
 1.34152  0.197893  2 
 1.3359  0.213096  2 
 1.33027  0.228296  2 
 1.32463  0.243494  2 
 1.31899  0.258692  2 
 1.31336  0.273891  2 
 1.30773  0.289093  2 
 1.30212  0.304299  2 
 1.29642  0.319474  2 
 1.29056  0.334585  2 
 1.28456  0.349645  2 
 1.27848  0.364669  2 
 1.27234  0.379674  2 
 1.26618  0.394672  2 
 1.26005  0.409679  2 
 1.25396  0.4247  2 
 1.2479  0.439736  2 
 1.24188  0.454784  2 
 1.23589  0.469846  2 
 1.22993  0.48492  2 
 1.224  0.500007  2 
 1.21808  0.515101  2 
 1.21214  0.530183  2 
 1.2061  0.545226  2 
 1.19991  0.560207  2 
 1.19354  0.57511  2 
 1.18704  0.58996  2 
 1.18049  0.60479  2 
 1.17396  0.619623  2 
 1.16744  0.634463  2 
 1.16094  0.649315  2 
 1.15448  0.664181  2 
 1.14806  0.679065  2 
 1.14169  0.693971  2 
 1.13537  0.7089  2 
 1.12907  0.723842  2 
 1.12275  0.738772  2 
 1.11636  0.753669  2 
 1.10984  0.768508  2 
 1.10314  0.783268  2 
 1.09623  0.797928  2 
 1.08923  0.812548  2 
 1.08222  0.827166  2 
 1.07523  0.841786  2 
 1.06824  0.856413  2 
 1.06128  0.87105  2 
 1.05434  0.885702  2 
 1.04744  0.900373  2 
 1.04058  0.915063  2 
 1.03374  0.92976  2 
 1.02687  0.944447  2 
 1.01995  0.959109  2 
 1.01296  0.973729  2 
 1.00584  0.988293  2 
 0.998591  1.00278  2 
 0.991183  1.01719  2 
 0.983656  1.03155  2 
 0.976053  1.04586  2 
 0.968417  1.06016  2 
 0.960788  1.07447  2 
 0.95321  1.0888  2 
 0.945724  1.10318  2 
 0.938338  1.11762  2 
 0.930986  1.13208  2 
 0.923595  1.14651  2 
 0.916089  1.16088  2 
 0.908393  1.17514  2 
 0.900433  1.18925  2 
 0.892208  1.20322  2 
 0.883937  1.21716  2 
 0.875663  1.2311  2 
 0.8674  1.24504  2 
 0.85916  1.259  2 
 0.850955  1.27298  2 
 0.842798  1.28699  2 
 0.8347  1.30104  2 
 0.826652  1.31511  2 
 0.818568  1.32917  2 
 0.810353  1.34314  2 
 0.801906  1.35697  2 
 0.793148  1.37061  2 
 0.784146  1.38409  2 
 0.775034  1.3975  2 
 0.765936  1.41092  2 
 0.756882  1.42436  2 
 0.747866  1.43783  2 
 0.738881  1.45132  2 
 0.729919  1.46483  2 
 0.720973  1.47835  2 
 0.712036  1.49187  2 

 1.85865 -1.45696  2 
 1.85442 -1.44131  2 
 1.85019 -1.42566  2 
 1.84596 -1.41001  2 
 1.84172 -1.39437  2 
 1.83747 -1.37872  2 
 1.83323 -1.36308  2 
 1.82899 -1.34744  2 
 1.82476 -1.33179  2 
 1.82054 -1.31614  2 
 1.81634 -1.30048  2 
 1.81216 -1.28482  2 
 1.80797 -1.26916  2 
 1.80373 -1.25351  2 
 1.79941 -1.23789  2 
 1.79499 -1.2223  2 
 1.79051 -1.20672  2 
 1.78602 -1.19114  2 
 1.78155 -1.17556  2 
 1.7771 -1.15997  2 
 1.77265 -1.14439  2 
 1.7682 -1.1288  2 
 1.76376 -1.11321  2 
 1.75932 -1.09762  2 
 1.75488 -1.08203  2 
 1.75043 -1.06645  2 
 1.74597 -1.05086  2 
 1.74152 -1.03527  2 
 1.73706 -1.01969  2 
 1.7326 -1.0041  2 
 1.72814 -0.98852  2 
 1.72369 -0.972936  2 
 1.71923 -0.957351  2 
 1.71477 -0.941765  2 
 1.71032 -0.926179  2 
 1.70588 -0.910591  2 
 1.70143 -0.895002  2 
 1.69693 -0.879431  2 
 1.69231 -0.863893  2 
 1.68762 -0.848379  2 
 1.68286 -0.832881  2 
 1.67809 -0.817391  2 
 1.67331 -0.801899  2 
 1.66856 -0.7864  2 
 1.66384 -0.770892  2 
 1.65915 -0.755379  2 
 1.65446 -0.739861  2 
 1.64978 -0.724343  2 
 1.64509 -0.708825  2 
 1.6404 -0.69331  2 
 1.63569 -0.677799  2 
 1.63098 -0.66229  2 
 1.62626 -0.646781  2 
 1.62156 -0.63127  2 
 1.61687 -0.615754  2 
 1.61219 -0.600233  2 
 1.60753 -0.584707  2 
 1.60283 -0.569193  2 
 1.59803 -0.553711  2 
 1.59311 -0.538267  2 
 1.58811 -0.522848  2 
 1.58308 -0.507439  2 
 1.57805 -0.492028  2 
 1.57305 -0.476608  2 
 1.56807 -0.461182  2 
 1.5631 -0.445752  2 
 1.55814 -0.43032  2 
 1.55318 -0.414888  2 
 1.54821 -0.39946  2 
 1.54323 -0.384036  2 
 1.53824 -0.368614  2 
 1.53325 -0.353193  2 
 1.52826 -0.337769  2 
 1.52329 -0.322341  2 
 1.51833 -0.306905  2 
 1.51341 -0.291461  2 
 1.50848 -0.276018  2 
 1.5035 -0.260594  2 
 1.49839 -0.24521  2 
 1.49316 -0.22987  2 
 1.48784 -0.214557  2 
 1.4825 -0.199252  2 
 1.47718 -0.183939  2 
 1.47188 -0.168619  2 
 1.4666 -0.153293  2 
 1.46133 -0.137964  2 
 1.45607 -0.122635  2 
 1.45079 -0.107307  2 
 1.44551 -0.0919827  2 
 1.44021 -0.0766628  2 
 1.43491 -0.0613445  2 
 1.42962 -0.0460252  2 
 1.42433 -0.0307026  2 
 1.41905 -0.015374  2 
 1.41381 -3.70904e-05  2 
 1.40857  0.0153056  2 
 1.40329  0.0306311  2 
 1.39789  0.0459116  2 
 1.39233  0.0611387  2 

 2.23556 -3  2 
 2.23201 -2.98418  2 
 2.22847 -2.96836  2 
 2.22495 -2.95254  2 
 2.22144 -2.93672  2 
 2.21794 -2.92089  2 
 2.21445 -2.90506  2 
 2.21097 -2.88923  2 
 2.20748 -2.8734  2 
 2.20397 -2.85757  2 
 2.2004 -2.84176  2 
 2.19677 -2.82597  2 
 2.19308 -2.81018  2 
 2.18939 -2.7944  2 
 2.1857 -2.77861  2 
 2.18202 -2.76282  2 
 2.17835 -2.74704  2 
 2.17469 -2.73125  2 
 2.17103 -2.71546  2 
 2.16736 -2.69966  2 
 2.1637 -2.68387  2 
 2.16003 -2.66808  2 
 2.15637 -2.6523  2 
 2.15269 -2.63651  2 
 2.14902 -2.62072  2 
 2.14534 -2.60493  2 
 2.14165 -2.58915  2 
 2.13796 -2.57336  2 
 2.13428 -2.55758  2 
 2.1306 -2.54179  2 
 2.12693 -2.526  2 
 2.12328 -2.51021  2 
 2.11965 -2.49441  2 
 2.11603 -2.47861  2 
 2.11241 -2.46281  2 
 2.10876 -2.44702  2 
 2.10507 -2.43123  2 
 2.10132 -2.41546  2 
 2.09749 -2.39971  2 
 2.09364 -2.38397  2 
 2.0898 -2.36822  2 
 2.08596 -2.35247  2 
 2.08212 -2.33672  2 
 2.07828 -2.32097  2 
 2.07444 -2.30523  2 
 2.07061 -2.28948  2 
 2.06677 -2.27373  2 
 2.06293 -2.25798  2 
 2.05909 -2.24223  2 
 2.05525 -2.22648  2 
 2.0514 -2.21074  2 
 2.04756 -2.19499  2 
 2.04371 -2.17924  2 
 2.03986 -2.1635  2 
 2.03601 -2.14775  2 
 2.03217 -2.132  2 
 2.02833 -2.11625  2 
 2.02451 -2.1005  2 
 2.0207 -2.08475  2 
 2.01689 -2.06899  2 
 2.01308 -2.05323  2 
 2.00925 -2.03748  2 
 2.00539 -2.02174  2 
 2.0015 -2.00601  2 
 1.99756 -1.99028  2 
 1.99357 -1.97457  2 
 1.98956 -1.95887  2 
 1.98551 -1.94317  2 
 1.98146 -1.92747  2 
 1.9774 -1.91178  2 
 1.97335 -1.89609  2 
 1.96931 -1.88039  2 
 1.96529 -1.86468  2 
 1.96127 -1.84898  2 
 1.95725 -1.83328  2 
 1.95323 -1.81758  2 
 1.9492 -1.80187  2 
 1.94516 -1.78617  2 
 1.94112 -1.77048  2 
 1.93708 -1.75478  2 
 1.93304 -1.73908  2 
 1.92902 -1.72338  2 
 1.92502 -1.70767  2 
 1.92104 -1.69195  2 
 1.91708 -1.67624  2 
 1.91311 -1.66052  2 
 1.90911 -1.64481  2 
 1.90506 -1.62912  2 
 1.90092 -1.61344  2 
 1.8967 -1.59779  2 
 1.89246 -1.58215  2 
 1.88823 -1.5665  2 
 1.884 -1.55085  2 
 1.87977 -1.5352  2 
 1.87555 -1.51955  2 
 1.87132 -1.50391  2 
 1.8671 -1.48826  2 
 1.86288 -1.47261  2 
 1.85865 -1.45696  2 


# Contour 2, label:      1.5
-1.91954 -2.186  1.5 
-1.92349 -2.20164  1.5 
-1.92746 -2.21726  1.5 
-1.93146 -2.23289  1.5 
-1.93547 -2.24851  1.5 
-1.93948 -2.26413  1.5 
-1.94351 -2.27974  1.5 
-1.94753 -2.29536  1.5 
-1.95154 -2.31098  1.5 
-1.95554 -2.3266  1.5 
-1.95954 -2.34222  1.5 
-1.96353 -2.35785  1.5 
-1.96754 -2.37347  1.5 
-1.97155 -2.38909  1.5 
-1.97557 -2.4047  1.5 
-1.97961 -2.42032  1.5 
-1.98364 -2.43593  1.5 
-1.98767 -2.45155  1.5 
-1.99168 -2.46717  1.5 
-1.99566 -2.48279  1.5 
-1.99961 -2.49843  1.5 
-2.0035 -2.51408  1.5 
-2.00736 -2.52974  1.5 
-2.01118 -2.5454  1.5 
-2.01498 -2.56107  1.5 
-2.01877 -2.57675  1.5 
-2.02256 -2.59242  1.5 
-2.02635 -2.6081  1.5 
-2.03016 -2.62377  1.5 
-2.03398 -2.63944  1.5 
-2.0378 -2.6551  1.5 
-2.04163 -2.67077  1.5 
-2.04546 -2.68643  1.5 
-2.04929 -2.7021  1.5 
-2.05312 -2.71776  1.5 
-2.05694 -2.73343  1.5 
-2.06076 -2.7491  1.5 
-2.06458 -2.76476  1.5 
-2.0684 -2.78043  1.5 
-2.07222 -2.7961  1.5 
-2.07604 -2.81177  1.5 
-2.07986 -2.82743  1.5 
-2.08368 -2.8431  1.5 
-2.0875 -2.85877  1.5 
-2.09132 -2.87443  1.5 
-2.09514 -2.8901  1.5 
-2.09897 -2.90577  1.5 
-2.10277 -2.92144  1.5 
-2.10651 -2.93713  1.5 
-2.1102 -2.95282  1.5 
-2.11383 -2.96854  1.5 
-2.11741 -2.98426  1.5 
-2.12093 -3  1.5 

-1.47254 -0.670539  1.5 
-1.47782 -0.68578  1.5 
-1.48311 -0.701012  1.5 
-1.48843 -0.716238  1.5 
-1.49371 -0.731475  1.5 
-1.49891 -0.74674  1.5 
-1.50397 -0.762049  1.5 
-1.50892 -0.777396  1.5 
-1.51382 -0.792761  1.5 
-1.51872 -0.808125  1.5 
-1.52365 -0.82348  1.5 
-1.5286 -0.838829  1.5 
-1.53356 -0.854173  1.5 
-1.53853 -0.869515  1.5 
-1.5435 -0.884857  1.5 
-1.54845 -0.900202  1.5 
-1.5534 -0.915552  1.5 
-1.55833 -0.930904  1.5 
-1.56327 -0.946256  1.5 
-1.56821 -0.961607  1.5 
-1.57316 -0.976954  1.5 
-1.57814 -0.992294  1.5 
-1.58314 -1.00763  1.5 
-1.58815 -1.02295  1.5 
-1.59312 -1.0383  1.5 
-1.59802 -1.05366  1.5 
-1.60279 -1.06906  1.5 
-1.60747 -1.0845  1.5 
-1.6121 -1.09994  1.5 
-1.61675 -1.11538  1.5 
-1.62142 -1.13082  1.5 
-1.6261 -1.14625  1.5 
-1.63079 -1.16168  1.5 
-1.63548 -1.17711  1.5 
-1.64016 -1.19254  1.5 
-1.64484 -1.20797  1.5 
-1.6495 -1.22341  1.5 
-1.65415 -1.23885  1.5 
-1.65882 -1.25429  1.5 
-1.66349 -1.26972  1.5 
-1.66818 -1.28515  1.5 
-1.6729 -1.30057  1.5 
-1.67765 -1.31598  1.5 
-1.68241 -1.33139  1.5 
-1.68714 -1.34681  1.5 
-1.69182 -1.36224  1.5 
-1.69642 -1.3777  1.5 
-1.70091 -1.39319  1.5 
-1.70533 -1.40869  1.5 
-1.70976 -1.4242  1.5 
-1.71419 -1.43971  1.5 
-1.71862 -1.45521  1.5 
-1.72305 -1.47072  1.5 
-1.72749 -1.48622  1.5 
-1.73192 -1.50173  1.5 
-1.73636 -1.51723  1.5 
-1.74079 -1.53274  1.5 
-1.74523 -1.54824  1.5 
-1.74966 -1.56375  1.5 
-1.75408 -1.57925  1.5 
-1.75851 -1.59476  1.5 
-1.76293 -1.61027  1.5 
-1.76734 -1.62578  1.5 
-1.77176 -1.64129  1.5 
-1.77619 -1.6568  1.5 
-1.78062 -1.6723  1.5 
-1.78506 -1.6878  1.5 
-1.78952 -1.7033  1.5 
-1.79398 -1.7188  1.5 
-1.7984 -1.73431  1.5 
-1.80273 -1.74984  1.5 
-1.80696 -1.7654  1.5 
-1.81114 -1.78098  1.5 
-1.8153 -1.79656  1.5 
-1.81947 -1.81214  1.5 
-1.82366 -1.82771  1.5 
-1.82786 -1.84328  1.5 
-1.83208 -1.85884  1.5 
-1.8363 -1.87441  1.5 
-1.84052 -1.88997  1.5 
-1.84474 -1.90553  1.5 
-1.84896 -1.9211  1.5 
-1.85317 -1.93667  1.5 
-1.85738 -1.95223  1.5 
-1.86158 -1.9678  1.5 
-1.86578 -1.98337  1.5 
-1.86998 -1.99894  1.5 
-1.87419 -2.01451  1.5 
-1.87839 -2.03008  1.5 
-1.88259 -2.04565  1.5 
-1.8868 -2.06122  1.5 
-1.89101 -2.07678  1.5 
-1.89522 -2.09235  1.5 
-1.89944 -2.10791  1.5 
-1.90359 -2.1235  1.5 
-1.90765 -2.1391  1.5 
-1.91164 -2.15473  1.5 
-1.9156 -2.17036  1.5 
-1.91954 -2.186  1.5 

-0.847927  0.778167  1.5 
-0.856073  0.764249  1.5 
-0.864259  0.750356  1.5 
-0.872472  0.736479  1.5 
-0.880701  0.722612  1.5 
-0.888932  0.708745  1.5 
-0.897151  0.69487  1.5 
-0.905193  0.680896  1.5 
-0.912948  0.666762  1.5 
-0.920484  0.652507  1.5 
-0.927877  0.638172  1.5 
-0.935198  0.623796  1.5 
-0.942522  0.60942  1.5 
-0.949922  0.595085  1.5 
-0.957425  0.580805  1.5 
-0.964998  0.566563  1.5 
-0.972597  0.552338  1.5 
-0.980181  0.538106  1.5 
-0.98771  0.523848  1.5 
-0.99514  0.50954  1.5 
-1.00243  0.495162  1.5 
-1.00957  0.480706  1.5 
-1.01658  0.466187  1.5 
-1.0235  0.451618  1.5 
-1.03035  0.437017  1.5 
-1.03717  0.422399  1.5 
-1.04398  0.407779  1.5 
-1.05082  0.393173  1.5 
-1.0577  0.378587  1.5 
-1.06462  0.364018  1.5 
-1.07156  0.349462  1.5 
-1.07851  0.334914  1.5 
-1.08548  0.320371  1.5 
-1.09245  0.305828  1.5 
-1.0994  0.291276  1.5 
-1.10618  0.276646  1.5 
-1.11275  0.261924  1.5 
-1.11918  0.247133  1.5 
-1.1255  0.232295  1.5 
-1.13177  0.217434  1.5 
-1.13804  0.202572  1.5 
-1.14435  0.187729  1.5 
-1.15071  0.17291  1.5 
-1.15712  0.15811  1.5 
-1.16356  0.143326  1.5 
-1.17003  0.128556  1.5 
-1.17652  0.113795  1.5 
-1.18303  0.0990408  1.5 
-1.18954  0.0842831  1.5 
-1.19596  0.0694933  1.5 
-1.20224  0.0546388  1.5 
-1.20833  0.0397093  1.5 
-1.2143  0.0247267  1.5 
-1.22019  0.00971555  1.5 
-1.22608 -0.00529996  1.5 
-1.23199 -0.0203047  1.5 
-1.23793 -0.0352973  1.5 
-1.2439 -0.0502772  1.5 
-1.2499 -0.065244  1.5 
-1.25594 -0.0801974  1.5 
-1.26201 -0.0951368  1.5 
-1.26812 -0.110063  1.5 
-1.27425 -0.124984  1.5 
-1.28034 -0.139916  1.5 
-1.28637 -0.154872  1.5 
-1.2923 -0.169868  1.5 
-1.29809 -0.184919  1.5 
-1.30372 -0.200032  1.5 
-1.3093 -0.215159  1.5 
-1.3149 -0.230282  1.5 
-1.32051 -0.245402  1.5 
-1.32612 -0.260522  1.5 
-1.33173 -0.275642  1.5 
-1.33733 -0.290764  1.5 
-1.34292 -0.30589  1.5 
-1.3485 -0.32102  1.5 
-1.35407 -0.33615  1.5 
-1.35966 -0.351279  1.5 
-1.36525 -0.366403  1.5 
-1.37087 -0.38152  1.5 
-1.37651 -0.396627  1.5 
-1.38219 -0.411724  1.5 
-1.38785 -0.426822  1.5 
-1.39347 -0.441941  1.5 
-1.39897 -0.457099  1.5 
-1.40432 -0.472312  1.5 
-1.40955 -0.487564  1.5 
-1.41476 -0.502827  1.5 
-1.41998 -0.518084  1.5 
-1.42523 -0.533332  1.5 
-1.4305 -0.548575  1.5 
-1.43577 -0.563816  1.5 
-1.44104 -0.579055  1.5 
-1.44631 -0.594297  1.5 
-1.45156 -0.609542  1.5 
-1.45681 -0.624792  1.5 
-1.46205 -0.640043  1.5 
-1.46729 -0.655293  1.5 
-1.47254 -0.670539  1.5 

 0.384664  1.35195  1.5 
 0.371581  1.36135  1.5 
 0.358261  1.37046  1.5 
 0.344816  1.37941  1.5 
 0.331355  1.38836  1.5 
 0.31799  1.39742  1.5 
 0.304785  1.40669  1.5 
 0.291399  1.41566  1.5 
 0.277617  1.42401  1.5 
 0.263485  1.43179  1.5 
 0.249052  1.43905  1.5 
 0.234367  1.44585  1.5 
 0.219481  1.45224  1.5 
 0.204442  1.45828  1.5 
 0.189297  1.46402  1.5 
 0.17406  1.46945  1.5 
 0.158726  1.47454  1.5 
 0.143291  1.47925  1.5 
 0.127751  1.48354  1.5 
 0.112099  1.48738  1.5 
 0.096332  1.49073  1.5 
 0.080452  1.49357  1.5 
 0.0644765  1.49588  1.5 
 0.0484244  1.49769  1.5 
 0.032315  1.49897  1.5 
 0.0161673  1.49974  1.5 
 5.17439e-07  1.5  1.5 
-0.0161663  1.49974  1.5 
-0.0323139  1.49897  1.5 
-0.0484234  1.49769  1.5 
-0.0644754  1.49588  1.5 
-0.080451  1.49357  1.5 
-0.096331  1.49073  1.5 
-0.112098  1.48738  1.5 
-0.12775  1.48354  1.5 
-0.14329  1.47925  1.5 
-0.158725  1.47454  1.5 
-0.174059  1.46945  1.5 
-0.189296  1.46402  1.5 
-0.204441  1.45828  1.5 
-0.21948  1.45224  1.5 
-0.234367  1.44585  1.5 
-0.249051  1.43905  1.5 
-0.263484  1.43179  1.5 
-0.277616  1.42401  1.5 
-0.291398  1.41566  1.5 
-0.304785  1.40669  1.5 
-0.317989  1.39742  1.5 
-0.331354  1.38836  1.5 
-0.344815  1.37941  1.5 
-0.35826  1.37046  1.5 
-0.37158  1.36135  1.5 
-0.384663  1.35195  1.5 
-0.397398  1.34212  1.5 
-0.409701  1.33175  1.5 
-0.421679  1.32096  1.5 
-0.43353  1.31  1.5 
-0.445448  1.2991  1.5 
-0.457556  1.28841  1.5 
-0.469735  1.27781  1.5 
-0.481821  1.26713  1.5 
-0.49365  1.2562  1.5 
-0.505062  1.24485  1.5 
-0.516053  1.23307  1.5 
-0.526796  1.22104  1.5 
-0.537473  1.20893  1.5 
-0.548265  1.19691  1.5 
-0.559248  1.18508  1.5 
-0.570296  1.17331  1.5 
-0.581259  1.16148  1.5 
-0.591991  1.14946  1.5 
-0.602342  1.13713  1.5 
-0.612281  1.12444  1.5 
-0.622009  1.11157  1.5 
-0.63176  1.09871  1.5 
-0.641692  1.08598  1.5 
-0.651748  1.07336  1.5 
-0.661833  1.06076  1.5 
-0.671851  1.04811  1.5 
-0.681706  1.03535  1.5 
-0.6913  1.02241  1.5 
-0.70054  1.0092  1.5 
-0.709461  0.995769  1.5 
-0.718351  0.982313  1.5 
-0.727247  0.968863  1.5 
-0.736157  0.955423  1.5 
-0.745089  0.941998  1.5 
-0.754048  0.92859  1.5 
-0.763042  0.915205  1.5 
-0.772079  0.901846  1.5 
-0.781151  0.888508  1.5 
-0.790158  0.875129  1.5 
-0.798967  0.861625  1.5 
-0.807471  0.847931  1.5 
-0.815714  0.834072  1.5 
-0.82379  0.82011  1.5 
-0.831799  0.806105  1.5 
-0.839832  0.792116  1.5 
-0.847927  0.778167  1.5 

 1.2143  0.0247258  1.5 
 1.20833  0.0397083  1.5 
 1.20224  0.0546379  1.5 
 1.19596  0.0694924  1.5 
 1.18954  0.0842822  1.5 
 1.18303  0.0990398  1.5 
 1.17652  0.113794  1.5 
 1.17003  0.128555  1.5 
 1.16356  0.143326  1.5 
 1.15712  0.158109  1.5 
 1.15071  0.172909  1.5 
 1.14435  0.187728  1.5 
 1.13804  0.202571  1.5 
